Index,Date,Route,Classification,Donor,Aid (tons)
16516,6 Mar 2024,Land Crossings,Food,UNRWA,30
16517,6 Mar 2024,Land Crossings,Food,UNRWA,30
16518,6 Mar 2024,Land Crossings,Medical Supplies,UNICEF,10
16519,6 Mar 2024,Land Crossings,Food,WCK,20
16520,6 Mar 2024,Land Crossings,Food,WFP,15
16521,6 Mar 2024,Land Crossings,Food,UNRWA,30
16522,6 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,10
16523,6 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16524,6 Mar 2024,Land Crossings,Food,UNRWA,30
16525,6 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16526,6 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,10
16527,6 Mar 2024,Land Crossings,Food,UNRWA,30
16528,6 Mar 2024,Land Crossings,Food,WFP,15
16529,6 Mar 2024,Land Crossings,Medical Supplies,UNICEF,10
16530,6 Mar 2024,Land Crossings,Food,WFP,15
16531,6 Mar 2024,Land Crossings,Medical Supplies,UNRWA,10
16532,6 Mar 2024,Land Crossings,Food,WFP,30
16533,6 Mar 2024,Land Crossings,Food,WCK,20
16534,6 Mar 2024,Land Crossings,Food,WFP,30
16535,6 Mar 2024,Land Crossings,Food,WFP,15
16536,6 Mar 2024,Land Crossings,Food,WCK,20
16537,6 Mar 2024,Land Crossings,Food,UNRWA,30
16538,6 Mar 2024,Land Crossings,Food,UNRWA,30
16539,6 Mar 2024,Land Crossings,Food,WFP,30
16540,6 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,10
16541,6 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16542,6 Mar 2024,Land Crossings,Water,WCK,20
16543,6 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16544,6 Mar 2024,Land Crossings,Medical Supplies,UNICEF,10
16545,6 Mar 2024,Land Crossings,Food,UNRWA,30
16546,6 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16547,6 Mar 2024,Land Crossings,Food,UNRWA,30
16548,6 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
16549,6 Mar 2024,Land Crossings,Food,WFP,15
16550,6 Mar 2024,Land Crossings,Food,WFP,15
16551,6 Mar 2024,Land Crossings,Food,WFP,30
16552,6 Mar 2024,Land Crossings,Food,WFP,30
16553,6 Mar 2024,Land Crossings,Food,WCK,20
16554,6 Mar 2024,Land Crossings,Food,WFP,15
16555,6 Mar 2024,Land Crossings,Food,UNRWA,30
16556,6 Mar 2024,Land Crossings,Food,WCK,20
16557,6 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16558,6 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16559,6 Mar 2024,Land Crossings,Food,UNRWA,30
16560,6 Mar 2024,Land Crossings,Food,UNRWA,30
16561,6 Mar 2024,Land Crossings,Food,WFP,15
16562,6 Mar 2024,Land Crossings,Food,UNRWA,30
16563,6 Mar 2024,Land Crossings,Food,UNRWA,30
16564,6 Mar 2024,Land Crossings,Food,UNRWA,30
16565,6 Mar 2024,Land Crossings,Food,WFP,15
16566,6 Mar 2024,Land Crossings,Food,WFP,15
16567,6 Mar 2024,Land Crossings,Food,WFP,15
16568,6 Mar 2024,Land Crossings,Food,UNRWA,30
16569,6 Mar 2024,Land Crossings,Food,WFP,15
16570,6 Mar 2024,Land Crossings,Food,WFP,15
16571,6 Mar 2024,Land Crossings,Food,WCK,20
16572,6 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16573,6 Mar 2024,Land Crossings,Food,WFP,15
16574,6 Mar 2024,Land Crossings,Food,WFP,15
16575,6 Mar 2024,Land Crossings,Food,UNRWA,30
16576,6 Mar 2024,Land Crossings,Food,UNRWA,30
16577,6 Mar 2024,Land Crossings,Food,UNRWA,30
16578,6 Mar 2024,Land Crossings,Food,WFP,15
16579,6 Mar 2024,Land Crossings,Food,UNRWA,30
16580,6 Mar 2024,Land Crossings,Food,UNRWA,30
16581,6 Mar 2024,Land Crossings,Food,WFP,15
16582,6 Mar 2024,Land Crossings,Food,UNRWA,30
16583,6 Mar 2024,Land Crossings,Food,UNRWA,30
16584,6 Mar 2024,Land Crossings,Food,UNRWA,30
16585,6 Mar 2024,Land Crossings,Food,WFP,15
16586,6 Mar 2024,Land Crossings,Food,WFP,15
16587,6 Mar 2024,Land Crossings,Food,WFP,15
16588,6 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16589,6 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16590,6 Mar 2024,Land Crossings,Food,WFP,15
16591,6 Mar 2024,Land Crossings,Medical Supplies,ANERA,20
16592,6 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16593,6 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16594,6 Mar 2024,Land Crossings,Food,WFP,15
16595,6 Mar 2024,Land Crossings,Food,UNRWA,30
16596,6 Mar 2024,Land Crossings,Food,WFP,15
16597,6 Mar 2024,Land Crossings,Food,UNRWA,30
16598,6 Mar 2024,Land Crossings,Food,WFP,15
16599,6 Mar 2024,Land Crossings,Food,UNRWA,30
16600,6 Mar 2024,Land Crossings,Food,UNRWA,30
16601,6 Mar 2024,Land Crossings,Food,WFP,15
16602,6 Mar 2024,Land Crossings,Food,UNRWA,30
16603,6 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16604,6 Mar 2024,Land Crossings,Food,UNRWA,30
16605,6 Mar 2024,Land Crossings,Food,WFP,15
16606,6 Mar 2024,Land Crossings,Food,WFP,15
16607,6 Mar 2024,Land Crossings,Food,WFP,15
16608,6 Mar 2024,Land Crossings,Food,UNRWA,30
16609,6 Mar 2024,Land Crossings,Food,ICRC,15
16610,6 Mar 2024,Land Crossings,Food,WFP,15
16611,6 Mar 2024,Land Crossings,Medical Supplies,UNFPA,10
16612,6 Mar 2024,Land Crossings,Food,UNRWA,30
16613,6 Mar 2024,Land Crossings,Food,WFP,15
16614,6 Mar 2024,Land Crossings,Food,UNRWA,30
16615,6 Mar 2024,Land Crossings,Food,WFP,15
16616,6 Mar 2024,Land Crossings,Food,UNRWA,30
16617,6 Mar 2024,Land Crossings,Food,WFP,15
16618,6 Mar 2024,Land Crossings,Food,UNRWA,30
16619,6 Mar 2024,Land Crossings,Food,UNRWA,30
16620,6 Mar 2024,Land Crossings,Food,WFP,15
16621,6 Mar 2024,Land Crossings,Food,UNRWA,30
16622,6 Mar 2024,Land Crossings,Food,UNRWA,30
16623,6 Mar 2024,Land Crossings,Food,UNRWA,30
16624,6 Mar 2024,Land Crossings,Food,WFP,15
16625,6 Mar 2024,Land Crossings,Food,WFP,15
16626,6 Mar 2024,Land Crossings,Food,WFP,15
16627,6 Mar 2024,Land Crossings,Food,UNRWA,30
16628,6 Mar 2024,Land Crossings,Food,WFP,15
16629,6 Mar 2024,Land Crossings,Food,WFP,15
16630,6 Mar 2024,Land Crossings,Shelter Equipment,Save the Children,15
16631,6 Mar 2024,Land Crossings,Food,UNRWA,30
16632,6 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16633,6 Mar 2024,Land Crossings,Food,WFP,15
16634,6 Mar 2024,Land Crossings,Food,WFP,15
16635,6 Mar 2024,Land Crossings,Food,UNRWA,30
16636,6 Mar 2024,Land Crossings,Food,WFP,15
16637,6 Mar 2024,Land Crossings,Food,UNRWA,30
16638,6 Mar 2024,Land Crossings,Food,UNRWA,30
16639,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16640,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16641,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16642,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16643,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16644,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16645,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16646,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16647,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16648,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16649,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16650,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16651,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16652,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16653,6 Mar 2024,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
16654,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16655,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16656,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16657,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16658,6 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16659,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16660,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16661,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16662,6 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16663,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16664,6 Mar 2024,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
16665,6 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16666,6 Mar 2024,Land Crossings,Fuel,UNOPS,43.79
16667,6 Mar 2024,Land Crossings,Fuel,UNOPS,43.79
16668,6 Mar 2024,Land Crossings,Fuel,UNOPS,43.79
16669,6 Mar 2024,Land Crossings,Gas,Private sector,24
16670,6 Mar 2024,Land Crossings,Gas,Private sector,24
16671,6 Mar 2024,Land Crossings,Gas,Private sector,24
16672,6 Mar 2024,Land Crossings,Gas,Private sector,24
16673,7 Mar 2024,Land Crossings,Food,Pakistan,20
16674,7 Mar 2024,Land Crossings,Food,Turkey,20
16675,7 Mar 2024,Land Crossings,Food,Turkey,20
16676,7 Mar 2024,Land Crossings,Food,Turkey,20
16677,7 Mar 2024,Land Crossings,Food,Turkey,20
16678,7 Mar 2024,Land Crossings,Combined Aid,Turkey,15
16679,7 Mar 2024,Land Crossings,Water,Turkey,20
16680,7 Mar 2024,Land Crossings,Water,Turkey,20
16681,7 Mar 2024,Land Crossings,Water,Turkey,20
16682,7 Mar 2024,Land Crossings,Water,Turkey,20
16683,7 Mar 2024,Land Crossings,Combined Aid,CRS,15
16684,7 Mar 2024,Land Crossings,Combined Aid,CRS,15
16685,7 Mar 2024,Land Crossings,Combined Aid,CRS,15
16686,7 Mar 2024,Land Crossings,Combined Aid,CRS,15
16687,7 Mar 2024,Land Crossings,Combined Aid,CRS,15
16688,7 Mar 2024,Land Crossings,Combined Aid,CRS,15
16689,7 Mar 2024,Land Crossings,Food,UAE,20
16690,7 Mar 2024,Land Crossings,Food,UAE,20
16691,7 Mar 2024,Land Crossings,Food,UAE,20
16692,7 Mar 2024,Land Crossings,Food,UAE,20
16693,7 Mar 2024,Land Crossings,Food,UAE,20
16694,7 Mar 2024,Land Crossings,Food,UAE,20
16695,7 Mar 2024,Land Crossings,Food,UAE,20
16696,7 Mar 2024,Land Crossings,Food,UAE,20
16697,7 Mar 2024,Land Crossings,Shelter Equipment,UAE,15
16698,7 Mar 2024,Land Crossings,Food,UAE,20
16699,7 Mar 2024,Land Crossings,Water,UAE,20
16700,7 Mar 2024,Land Crossings,Water,UAE,20
16701,7 Mar 2024,Land Crossings,Medical Supplies,UAE,-
16702,7 Mar 2024,Land Crossings,Food,UAE,20
16703,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16704,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16705,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16706,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16707,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16708,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16709,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16710,7 Mar 2024,Land Crossings,Shelter Equipment,UNICEF,15
16711,7 Mar 2024,Land Crossings,Food,WFP,15
16712,7 Mar 2024,Land Crossings,Food,UNRWA,15
16713,7 Mar 2024,Land Crossings,Food,UNRWA,15
16714,7 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16715,7 Mar 2024,Land Crossings,Food,UNRWA,15
16716,7 Mar 2024,Land Crossings,Food,UNRWA,30
16717,7 Mar 2024,Land Crossings,Food,WFP,15
16718,7 Mar 2024,Land Crossings,Food,WFP,15
16719,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16720,7 Mar 2024,Land Crossings,Food,ICRC,30
16721,7 Mar 2024,Land Crossings,Food,WFP,15
16722,7 Mar 2024,Land Crossings,Food,UNRWA,30
16723,7 Mar 2024,Land Crossings,Food,WCK,20
16724,7 Mar 2024,Land Crossings,Food,UNRWA,30
16725,7 Mar 2024,Land Crossings,Food,WFP,15
16726,7 Mar 2024,Land Crossings,Food,WCK,20
16727,7 Mar 2024,Land Crossings,Food,UNRWA,15
16728,7 Mar 2024,Land Crossings,Food,WFP,15
16729,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16730,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16731,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16732,7 Mar 2024,Land Crossings,Food,UNRWA,30
16733,7 Mar 2024,Land Crossings,Food,WCK,20
16734,7 Mar 2024,Land Crossings,Food,UNRWA,30
16735,7 Mar 2024,Land Crossings,Shelter Equipment,Save the Children,15
16736,7 Mar 2024,Land Crossings,Food,WCK,20
16737,7 Mar 2024,Land Crossings,Food,UNRWA,15
16738,7 Mar 2024,Land Crossings,Food,WFP,15
16739,7 Mar 2024,Land Crossings,Food,WCK,20
16740,7 Mar 2024,Land Crossings,Food,WCK,20
16741,7 Mar 2024,Land Crossings,Food,UNRWA,15
16742,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16743,7 Mar 2024,Land Crossings,Food,WFP,30
16744,7 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16745,7 Mar 2024,Land Crossings,Food,WFP,15
16746,7 Mar 2024,Land Crossings,Food,UNRWA,30
16747,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16748,7 Mar 2024,Land Crossings,Food,WFP,30
16749,7 Mar 2024,Land Crossings,Food,UNRWA,30
16750,7 Mar 2024,Land Crossings,Food,WFP,30
16751,7 Mar 2024,Land Crossings,Food,WCK,20
16752,7 Mar 2024,Land Crossings,Shelter Equipment,Save the Children,15
16753,7 Mar 2024,Land Crossings,Food,WFP,15
16754,7 Mar 2024,Land Crossings,Food,UNRWA,30
16755,7 Mar 2024,Land Crossings,Food,UNRWA,15
16756,7 Mar 2024,Land Crossings,Food,WFP,30
16757,7 Mar 2024,Land Crossings,Food,WFP,15
16758,7 Mar 2024,Land Crossings,Combined Aid,WCK,15
16759,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16760,7 Mar 2024,Land Crossings,Food,WCK,20
16761,7 Mar 2024,Land Crossings,Food,WFP,30
16762,7 Mar 2024,Land Crossings,Combined Aid,WCK,15
16763,7 Mar 2024,Land Crossings,Food,WFP,30
16764,7 Mar 2024,Land Crossings,Food,WCK,20
16765,7 Mar 2024,Land Crossings,Food,WCK,20
16766,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16767,7 Mar 2024,Land Crossings,Food,WFP,15
16768,7 Mar 2024,Land Crossings,Food,UNRWA,15
16769,7 Mar 2024,Land Crossings,Food,UNRWA,30
16770,7 Mar 2024,Land Crossings,Food,UNRWA,30
16771,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,10
16772,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16773,7 Mar 2024,Land Crossings,Food,WFP,15
16774,7 Mar 2024,Land Crossings,Food,WCK,20
16775,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16776,7 Mar 2024,Land Crossings,Food,WFP,15
16777,7 Mar 2024,Land Crossings,Food,WFP,15
16778,7 Mar 2024,Land Crossings,Combined Aid,ICRC,15
16779,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16780,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16781,7 Mar 2024,Land Crossings,Food,ICRC,30
16782,7 Mar 2024,Land Crossings,Food,WFP,15
16783,7 Mar 2024,Land Crossings,Food,ICRC,30
16784,7 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
16785,7 Mar 2024,Land Crossings,Food,UNRWA,30
16786,7 Mar 2024,Land Crossings,Food,UNRWA,15
16787,7 Mar 2024,Land Crossings,Food,UNRWA,15
16788,7 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
16789,7 Mar 2024,Land Crossings,Food,WFP,15
16790,7 Mar 2024,Land Crossings,Food,WFP,15
16791,7 Mar 2024,Land Crossings,Food,UNRWA,15
16792,7 Mar 2024,Land Crossings,Food,UNRWA,30
16793,7 Mar 2024,Land Crossings,Food,WFP,30
16794,7 Mar 2024,Land Crossings,Food,UNRWA,30
16795,7 Mar 2024,Land Crossings,Food,WCK,20
16796,7 Mar 2024,Land Crossings,Food,WFP,15
16797,7 Mar 2024,Land Crossings,Food,WCK,20
16798,7 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
16799,7 Mar 2024,Land Crossings,Food,UNRWA,30
16800,7 Mar 2024,Land Crossings,Food,UNRWA,30
16801,7 Mar 2024,Land Crossings,Food,WFP,15
16802,7 Mar 2024,Land Crossings,Food,UNRWA,30
16803,7 Mar 2024,Land Crossings,Food,UNRWA,30
16804,7 Mar 2024,Land Crossings,Food,WFP,15
16805,7 Mar 2024,Land Crossings,Food,WFP,15
16806,7 Mar 2024,Land Crossings,Food,UNRWA,30
16807,7 Mar 2024,Land Crossings,Food,UNRWA,30
16808,7 Mar 2024,Land Crossings,Food,UNRWA,30
16809,7 Mar 2024,Land Crossings,Shelter Equipment,IOM,15
16810,7 Mar 2024,Land Crossings,Food,UNRWA,30
16811,7 Mar 2024,Land Crossings,Food,WCK,20
16812,7 Mar 2024,Land Crossings,Food,WFP,15
16813,7 Mar 2024,Land Crossings,Food,WFP,15
16814,7 Mar 2024,Land Crossings,Food,UNRWA,30
16815,7 Mar 2024,Land Crossings,Food,WFP,15
16816,7 Mar 2024,Land Crossings,Food,WFP,15
16817,7 Mar 2024,Land Crossings,Food,UNRWA,30
16818,7 Mar 2024,Land Crossings,Food,WFP,15
16819,7 Mar 2024,Land Crossings,Food,WFP,15
16820,7 Mar 2024,Land Crossings,Food,WFP,15
16821,7 Mar 2024,Land Crossings,Food,UNRWA,30
16822,7 Mar 2024,Land Crossings,Food,UNRWA,30
16823,7 Mar 2024,Land Crossings,Food,WFP,15
16824,7 Mar 2024,Land Crossings,Food,WFP,15
16825,7 Mar 2024,Land Crossings,Food,UNRWA,30
16826,7 Mar 2024,Land Crossings,Food,UNRWA,30
16827,7 Mar 2024,Land Crossings,Medical Supplies,UNICEF,10
16828,7 Mar 2024,Land Crossings,Food,WFP,15
16829,7 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16830,7 Mar 2024,Land Crossings,Food,WFP,15
16831,7 Mar 2024,Land Crossings,Food,UNRWA,30
16832,7 Mar 2024,Land Crossings,Food,UNRWA,30
16833,7 Mar 2024,Land Crossings,Food,WFP,15
16834,7 Mar 2024,Land Crossings,Food,UNRWA,30
16835,7 Mar 2024,Land Crossings,Food,WFP,15
16836,7 Mar 2024,Land Crossings,Food,WFP,30
16837,7 Mar 2024,Land Crossings,Food,WFP,15
16838,7 Mar 2024,Land Crossings,Food,UNRWA,30
16839,7 Mar 2024,Land Crossings,Food,UNRWA,30
16840,7 Mar 2024,Land Crossings,Food,WFP,15
16841,7 Mar 2024,Land Crossings,Food,UNRWA,30
16842,7 Mar 2024,Land Crossings,Food,UNRWA,30
16843,7 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16844,7 Mar 2024,Land Crossings,Food,UNRWA,30
16845,7 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16846,7 Mar 2024,Land Crossings,Medical Supplies,UNFPA,10
16847,7 Mar 2024,Land Crossings,Food,WFP,15
16848,7 Mar 2024,Land Crossings,Food,UNRWA,30
16849,7 Mar 2024,Land Crossings,Food,UNRWA,30
16850,7 Mar 2024,Land Crossings,Food,WFP,15
16851,7 Mar 2024,Land Crossings,Food,UNRWA,30
16852,7 Mar 2024,Land Crossings,Food,WFP,15
16853,7 Mar 2024,Land Crossings,Food,WFP,15
16854,7 Mar 2024,Land Crossings,Food,WFP,15
16855,7 Mar 2024,Land Crossings,Food,WFP,15
16856,7 Mar 2024,Land Crossings,Food,UNRWA,30
16857,7 Mar 2024,Land Crossings,Food,UNRWA,30
16858,7 Mar 2024,Land Crossings,Food,UNRWA,30
16859,7 Mar 2024,Land Crossings,Food,WFP,15
16860,7 Mar 2024,Land Crossings,Food,WFP,15
16861,7 Mar 2024,Land Crossings,Medical Supplies,WHO,10
16862,7 Mar 2024,Land Crossings,Food,WFP,15
16863,7 Mar 2024,Land Crossings,Food,WFP,15
16864,7 Mar 2024,Land Crossings,Food,UNRWA,30
16865,7 Mar 2024,Land Crossings,Food,WFP,15
16866,7 Mar 2024,Land Crossings,Food,UNRWA,30
16867,7 Mar 2024,Land Crossings,Food,WFP,15
16868,7 Mar 2024,Land Crossings,Food,WFP,15
16869,7 Mar 2024,Land Crossings,Food,UNRWA,30
16870,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16871,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16872,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16873,7 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16874,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16875,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16876,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16877,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16878,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16879,7 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16880,7 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16881,7 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16882,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16883,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16884,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16885,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16886,7 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16887,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16888,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16889,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16890,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16891,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16892,7 Mar 2024,Land Crossings,Water,Egyptian National Red Crescent Society,20
16893,7 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16894,7 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16895,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16896,7 Mar 2024,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
16897,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16898,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16899,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16900,7 Mar 2024,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,10
16901,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16902,7 Mar 2024,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,10
16903,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16904,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
16905,7 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
